State,City,Water Source,Pollutant Type,Pollution Level,pH,Dissolved Oxygen,Temperature,Year,Safe Limit
Tamil Nadu,Salem,River,Chromium,Low,6.39,7.22,10.4,2024,No
Maharashtra,Nashik,Pond,Nitrate,Severe,5.16,5.1,17.3,2019,No
Bihar,Patna,Well,Pesticides,Severe,5.99,2.74,30.4,2024,No
Bihar,Patna,Groundwater,Pesticides,Low,7.78,4.64,32.4,2021,Yes
Tamil Nadu,Salem,Pond,Arsenic,High,8.06,6.23,19.2,2023,No
Haryana,Gurugram,Well,Arsenic,Severe,7.37,8.39,22.6,2018,No
Rajasthan,Jaipur,River,Lead,Low,7.27,6.62,18.3,2015,Yes
Assam,Guwahati,Reservoir,Nitrate,High,4.76,7.8,25.7,2019,Yes
Rajasthan,Bikaner,Reservoir,Lead,High,8.99,3.07,22.4,2015,No
West Bengal,Durgapur,Reservoir,Pesticides,Medium,6.99,5.36,22.6,2023,No
Haryana,Ambala,Well,Fluoride,Low,6.99,6.05,33.1,2022,No
Karnataka,Mangalore,Groundwater,Cadmium,High,6.41,7.78,21.5,2018,No
Delhi,Rohini,Reservoir,Fluoride,High,6.11,3.67,17.1,2024,No
Tamil Nadu,Madurai,Lake,Fluoride,Low,7.56,3.58,23.3,2016,No
Madhya Pradesh,Gwalior,Well,Mercury,Medium,6.95,6.4,21.3,2017,No
Gujarat,Vadodara,Reservoir,Chromium,Severe,8.2,5.35,25.5,2019,No
Rajasthan,Bikaner,Pond,Pesticides,Severe,6.94,3.36,29.3,2021,Yes
Haryana,Faridabad,Pond,Lead,Severe,7.77,5.64,29.7,2023,No
Haryana,Ambala,Canal,Sewage,Medium,6.24,2.36,24.8,2020,No
Odisha,Rourkela,Borewell,Lead,Severe,5.83,6.71,25.8,2017,Yes
Maharashtra,Nashik,Groundwater,Chromium,Low,8.95,4.95,25.1,2024,No
Rajasthan,Bikaner,Borewell,Pesticides,Low,6.36,4.98,20.1,2017,Yes
Haryana,Faridabad,Lake,Chromium,Severe,7.63,4.0,25.5,2021,No
Madhya Pradesh,Indore,Reservoir,Fluoride,High,5.89,5.7,30.6,2023,Yes
Karnataka,Mysuru,Reservoir,Lead,High,7.27,5.5,24.7,2019,Yes
Karnataka,Mysuru,River,Chromium,Low,6.16,3.03,29.9,2015,Yes
Madhya Pradesh,Bhopal,Well,Chromium,High,7.77,6.22,26.0,2022,No
Karnataka,Hubli,Groundwater,Arsenic,High,7.17,5.21,21.2,2018,Yes
Odisha,Cuttack,Canal,Mercury,Low,7.93,4.58,22.7,2022,Yes
Kerala,Thiruvananthapuram,Reservoir,Sewage,Medium,6.77,7.45,23.4,2021,Yes
Delhi,Dwarka,River,Fluoride,Medium,7.51,7.46,25.7,2024,No
Delhi,Rohini,River,Chromium,Low,6.35,7.11,22.5,2024,No
Gujarat,Rajkot,Lake,Mercury,Low,6.3,6.82,21.2,2022,No
Tamil Nadu,Coimbatore,Well,Cadmium,High,7.02,6.06,32.5,2024,No
Rajasthan,Jaipur,Borewell,Pesticides,Low,7.62,8.14,18.4,2020,No
Maharashtra,Mumbai,Canal,Sewage,Medium,7.63,4.57,23.6,2015,Yes
Delhi,Karol Bagh,Lake,Nitrate,Low,6.45,4.22,28.9,2023,No
Gujarat,Bhavnagar,Well,Chromium,High,7.38,3.95,30.4,2019,Yes
Assam,Nagaon,River,Pesticides,Medium,7.45,7.51,31.2,2016,No
Delhi,Rohini,Borewell,Cadmium,Medium,6.1,5.87,24.3,2019,Yes
Madhya Pradesh,Indore,Lake,Chromium,Low,7.0,6.91,20.0,2023,Yes
Tamil Nadu,Salem,Canal,Cadmium,Severe,6.9,3.87,20.3,2022,Nan
Tamil Nadu,Salem,River,Arsenic,Severe,7.74,8.53,26.0,2023,No
Tamil Nadu,Coimbatore,Reservoir,Chromium,High,7.84,5.18,24.4,2016,Yes
West Bengal,Howrah,Reservoir,Lead,High,8.28,6.57,20.5,2019,No
Rajasthan,Bikaner,Canal,Pesticides,Medium,6.75,4.89,26.5,2021,Yes
Bihar,Gaya,Lake,Arsenic,Medium,6.88,6.56,23.5,2024,No
Karnataka,Mangalore,Well,Fluoride,High,7.67,8.52,25.7,2016,Yes
Gujarat,Surat,Pond,Sewage,Medium,7.83,4.67,18.6,2024,Yes
Bihar,Patna,Reservoir,Pesticides,Low,7.13,5.54,22.2,2024,Yes
Madhya Pradesh,Ujjain,Reservoir,Nitrate,Medium,6.26,4.64,28.4,2020,Yes
Rajasthan,Jodhpur,Reservoir,Pesticides,Low,7.56,6.77,34.8,2021,No
Bihar,Darbhanga,Reservoir,Lead,High,7.28,11.0,29.6,2023,No
Uttar Pradesh,Kanpur,Canal,Chromium,Medium,5.88,6.1,23.2,2024,Yes
West Bengal,Howrah,Pond,Lead,High,6.5,3.72,27.7,2023,No
Tamil Nadu,Madurai,Reservoir,Nitrate,Low,7.41,3.91,20.9,2023,No
Kerala,Kozhikode,Reservoir,Pesticides,Severe,7.8,4.12,22.7,2023,No
Haryana,Faridabad,Canal,Sewage,Severe,6.26,4.92,26.1,2016,No
Odisha,Cuttack,Borewell,Lead,High,6.6,3.91,16.8,2021,Yes
Odisha,Cuttack,Lake,Arsenic,Medium,5.14,4.93,28.7,2018,No
Bihar,Patna,Canal,Nitrate,Low,5.0,4.57,22.5,2020,No
Karnataka,Hubli,River,Nitrate,Low,6.97,6.32,21.4,2016,No
Tamil Nadu,Coimbatore,Groundwater,Pesticides,Medium,5.88,5.92,21.0,2019,No
Karnataka,Mysuru,Borewell,Fluoride,High,6.74,8.23,29.7,2020,Yes
Punjab,Nan,Pond,Fluoride,High,6.78,7.51,24.9,2015,No
Maharashtra,Aurangabad,Canal,Chromium,Medium,9.15,1.72,27.4,2017,Yes
West Bengal,Siliguri,Reservoir,Nan,Medium,7.24,6.03,22.8,2024,No
Maharashtra,Pune,Canal,Sewage,Severe,6.75,7.72,19.3,2020,Yes
Rajasthan,Jodhpur,Canal,Sewage,Low,5.0,7.97,18.6,2020,Yes
Kerala,Thiruvananthapuram,Canal,Pesticides,Low,7.49,5.9,18.0,2018,No
Gujarat,Vadodara,Well,Plastic Waste,Severe,6.54,5.45,15.2,2019,Yes
Rajasthan,Udaipur,Reservoir,Pesticides,Severe,6.39,6.69,28.5,2023,No
Delhi,Dwarka,River,Cadmium,Medium,7.5,3.95,24.2,2018,No
Madhya Pradesh,Jabalpur,Reservoir,Mercury,High,6.29,5.29,26.5,2021,No
Tamil Nadu,Coimbatore,Canal,Plastic Waste,High,7.22,4.65,27.1,2016,No
Bihar,Nan,Pond,Fluoride,Low,9.08,5.17,23.5,2022,Yes
Punjab,Jalandhar,Groundwater,Plastic Waste,Low,7.79,5.1,24.1,2021,Yes
Assam,Dibrugarh,Groundwater,Mercury,Medium,7.02,6.13,21.3,2015,Yes
Uttar Pradesh,Lucknow,Canal,Fluoride,High,7.22,9.23,19.4,2023,No
Maharashtra,Nagpur,Reservoir,Arsenic,Low,6.59,8.11,25.6,2018,Yes
Haryana,Panipat,River,Industrial Waste,Low,7.03,1.51,18.2,2017,No
Karnataka,Bengaluru,Lake,Lead,Medium,7.18,6.29,26.0,2017,No
Gujarat,Surat,Lake,Fluoride,High,6.19,5.55,24.0,2022,Yes
Punjab,Amritsar,Groundwater,Chromium,Low,6.57,5.35,25.2,2018,No
West Bengal,Asansol,Reservoir,Lead,Severe,6.63,8.77,29.9,2022,No
Kerala,Thiruvananthapuram,Reservoir,Arsenic,High,7.95,4.54,22.1,2020,No
Nan,Chandigarh,Reservoir,Mercury,Severe,7.43,6.81,20.5,2022,No
Bihar,Gaya,Pond,Sewage,Low,6.68,6.11,22.5,2017,No
Rajasthan,Bikaner,Borewell,Arsenic,Low,5.64,2.25,16.1,2017,Yes
Delhi,Rohini,Lake,Lead,Low,5.74,2.76,26.3,2023,Yes
Madhya Pradesh,Jabalpur,River,Sewage,Medium,6.81,6.6,24.8,2020,No
Haryana,Karnal,Well,Cadmium,Medium,6.28,5.05,25.6,2024,Yes
West Bengal,Howrah,River,Pesticides,Severe,5.64,7.59,28.9,2017,Yes
Gujarat,Ahmedabad,Reservoir,Nitrate,High,7.78,2.45,28.1,2024,No
Tamil Nadu,Chennai,Lake,Plastic Waste,Low,6.42,5.65,24.1,2019,Yes
Karnataka,Hubli,Reservoir,Chromium,Severe,7.48,1.55,24.2,2018,Yes
Karnataka,Hubli,Well,Industrial Waste,Low,8.08,4.32,18.8,2021,Yes
West Bengal,Nan,Well,Nitrate,Severe,7.97,1.59,18.0,2020,Yes
West Bengal,Kolkata,Well,Fluoride,Severe,6.31,4.96,31.9,2023,No
Maharashtra,Pune,Borewell,Fluoride,Severe,8.07,4.03,18.2,2020,No
Rajasthan,Kota,Borewell,Lead,Low,6.17,3.69,20.2,2018,No
Kerala,Thiruvananthapuram,Groundwater,Lead,Medium,7.75,7.12,26.3,2016,Yes
Bihar,Patna,Lake,Cadmium,Low,7.57,8.41,17.0,2019,Yes
Haryana,Ambala,Pond,Arsenic,Severe,7.18,8.44,20.3,2015,Yes
Kerala,Kollam,Reservoir,Mercury,Medium,5.78,3.88,19.2,2018,No
Punjab,Ludhiana,Reservoir,Sewage,Medium,6.75,7.02,23.8,2022,No
Tamil Nadu,Madurai,River,Sewage,High,7.97,7.2,26.4,2019,Yes
Gujarat,Vadodara,River,Chromium,Severe,8.16,4.79,18.5,2019,Yes
Delhi,New Delhi,Groundwater,Cadmium,Low,5.59,0.5,26.9,2017,No
Odisha,Bhubaneswar,Lake,Plastic Waste,Severe,6.59,6.03,20.1,2016,Yes
Maharashtra,Mumbai,Well,Chromium,High,5.58,3.81,21.2,2023,No
Rajasthan,Udaipur,Borewell,Mercury,Severe,6.47,5.72,33.8,2018,Yes
Gujarat,Bhavnagar,Pond,Mercury,Low,6.95,4.82,30.7,2023,No
Maharashtra,Mumbai,River,Sewage,High,5.66,7.76,21.5,2024,Yes
Assam,Silchar,Pond,Lead,Severe,7.92,9.89,30.9,2019,No
Madhya Pradesh,Bhopal,Reservoir,Plastic Waste,Low,7.89,5.73,21.6,2015,Yes
Odisha,Rourkela,Lake,Plastic Waste,Low,7.12,2.1,24.3,2015,No
Assam,Jorhat,Well,Pesticides,Severe,8.52,5.76,10.5,2024,No
Uttar Pradesh,Agra,Lake,Pesticides,Nan,8.63,5.11,19.8,2022,Yes
West Bengal,Asansol,Canal,Pesticides,Low,7.57,6.73,28.7,2023,No
West Bengal,Asansol,River,Cadmium,Severe,7.23,6.12,20.6,2015,No
Bihar,Bhagalpur,Pond,Mercury,Medium,6.17,5.51,16.6,2022,No
Haryana,Ambala,River,Plastic Waste,Medium,6.07,5.58,18.6,2023,Yes
West Bengal,Howrah,Lake,Arsenic,High,8.11,2.63,21.0,2023,Yes
Tamil Nadu,Trichy,Borewell,Cadmium,Severe,7.37,5.4,19.1,2018,Yes
Rajasthan,Bikaner,Well,Fluoride,High,7.54,4.52,23.2,2015,No
Odisha,Cuttack,River,Sewage,Severe,6.52,6.56,30.2,2015,Yes
Bihar,Bhagalpur,Well,Lead,Medium,7.8,6.53,17.6,2024,Yes
Madhya Pradesh,Jabalpur,Reservoir,Plastic Waste,Medium,6.81,3.64,28.1,2015,No
West Bengal,Kolkata,Pond,Sewage,Low,7.44,6.88,24.7,2018,No
Uttar Pradesh,Kanpur,River,Sewage,Medium,7.05,3.44,25.8,2022,Yes
Madhya Pradesh,Indore,Lake,Nitrate,Low,5.83,4.73,28.8,2022,Yes
Maharashtra,Aurangabad,Well,Chromium,High,5.37,3.79,8.3,2017,No
Uttar Pradesh,Agra,River,Plastic Waste,Severe,6.54,3.59,31.4,2020,No
Uttar Pradesh,Lucknow,Reservoir,Sewage,Low,6.71,4.79,16.7,2016,Yes
Punjab,Jalandhar,Borewell,Sewage,High,6.11,6.53,20.4,2019,No
West Bengal,Howrah,Well,Nitrate,Low,6.46,8.83,23.9,2015,No
Assam,Jorhat,Pond,Chromium,Severe,7.19,3.26,24.9,2021,No
Assam,Jorhat,Lake,Arsenic,Low,7.63,7.03,22.5,2015,No
Haryana,Karnal,Canal,Chromium,Low,7.19,5.58,20.7,2024,Yes
Karnataka,Mangalore,Pond,Arsenic,Medium,7.01,4.09,27.2,2021,Yes
Uttar Pradesh,Agra,Lake,Nitrate,High,8.32,3.9,24.3,2019,No
Gujarat,Ahmedabad,River,Pesticides,High,6.96,3.83,23.4,2023,Yes
Madhya Pradesh,Gwalior,Nan,Fluoride,Medium,6.83,5.34,12.9,2017,No
Delhi,Karol Bagh,Reservoir,Fluoride,Low,7.45,3.73,32.0,2018,Yes
Delhi,Rohini,Well,Industrial Waste,Severe,7.18,4.16,17.4,2018,No
Odisha,Bhubaneswar,Groundwater,Lead,High,6.86,2.99,27.0,2019,Yes
Odisha,Sambalpur,Lake,Plastic Waste,High,7.72,7.93,29.3,2024,Yes
Assam,Jorhat,Pond,Cadmium,Severe,6.71,5.77,19.8,2024,No
Karnataka,Mangalore,River,Arsenic,Medium,6.61,1.68,20.3,2015,Yes
Odisha,Sambalpur,River,Mercury,Medium,6.69,6.17,23.4,2015,No
Rajasthan,Jodhpur,Pond,Mercury,High,5.99,5.43,16.6,2016,No
Karnataka,Mysuru,River,Lead,Medium,6.54,7.12,30.3,2018,Yes
Assam,Silchar,Reservoir,Fluoride,High,8.19,6.99,24.8,2024,No
Madhya Pradesh,Ujjain,Groundwater,Industrial Waste,High,8.06,4.72,22.4,2017,Yes
Haryana,Karnal,Reservoir,Pesticides,Medium,5.92,5.91,27.1,2024,No
Bihar,Muzaffarpur,Canal,Fluoride,Severe,7.08,0.5,23.1,2021,No
Uttar Pradesh,Lucknow,Lake,Chromium,Severe,4.69,5.16,36.1,2016,Yes
Kerala,Thiruvananthapuram,Canal,Arsenic,High,7.94,4.9,17.3,2018,Yes
Assam,Guwahati,Pond,Mercury,High,6.67,5.39,21.8,2020,No
Kerala,Kochi,Borewell,Arsenic,Severe,7.96,4.57,31.0,2020,Yes
Punjab,Jalandhar,Borewell,Industrial Waste,Medium,6.99,5.77,24.5,2023,No
Odisha,Bhubaneswar,River,Arsenic,Low,7.58,9.24,35.0,2022,Yes
Uttar Pradesh,Kanpur,Canal,Nitrate,Low,7.34,5.75,13.3,2018,Yes
Rajasthan,Bikaner,Borewell,Nitrate,High,5.57,5.82,26.3,2023,No
Assam,Nagaon,Lake,Nitrate,Low,7.05,8.97,24.4,2016,No
Odisha,Rourkela,Groundwater,Arsenic,Severe,8.84,6.45,25.5,2015,Yes
Haryana,Panipat,Reservoir,Lead,Low,6.66,4.37,32.2,2022,Yes
Punjab,Amritsar,Reservoir,Mercury,Low,8.84,3.7,18.7,2021,Yes
West Bengal,Siliguri,Reservoir,Arsenic,High,7.2,4.92,27.0,2024,Yes
Gujarat,Rajkot,Groundwater,Cadmium,Low,6.15,4.58,18.7,2020,Yes
Kerala,Kochi,Reservoir,Chromium,Medium,9.33,3.34,27.5,2021,No
Tamil Nadu,Trichy,Canal,Chromium,Severe,9.32,5.61,24.1,2019,No
Odisha,Cuttack,Pond,Pesticides,Severe,7.14,4.85,23.7,2015,No
West Bengal,Durgapur,Well,Nitrate,Medium,6.93,9.05,17.1,2016,Yes
Bihar,Bhagalpur,Reservoir,Nitrate,Severe,7.04,10.25,29.8,2019,No
Madhya Pradesh,Indore,Groundwater,Lead,Medium,6.93,8.64,28.3,2017,Yes
Karnataka,Mysuru,River,Sewage,Low,5.49,6.06,26.4,2016,No
Karnataka,Bengaluru,Lake,Sewage,High,6.98,6.08,23.9,2023,Yes
Punjab,Ludhiana,Well,Sewage,Severe,7.28,4.41,26.3,2023,Yes
Tamil Nadu,Trichy,River,Mercury,Low,7.66,3.21,29.2,2020,No
Maharashtra,Nashik,Reservoir,Cadmium,Severe,5.8,1.92,25.7,2021,Yes
Maharashtra,Nashik,River,Nitrate,Low,6.21,4.02,22.9,2024,No
Kerala,Thiruvananthapuram,Well,Cadmium,Low,6.37,2.73,23.3,2016,No
Bihar,Darbhanga,Lake,Lead,High,7.6,3.53,22.1,2019,No
Uttar Pradesh,Agra,River,Fluoride,Medium,6.41,4.91,34.0,2019,No
Karnataka,Mysuru,Canal,Pesticides,High,5.0,5.09,24.2,2018,Yes
West Bengal,Siliguri,River,Lead,Severe,8.45,3.28,21.0,2022,Yes
Tamil Nadu,Trichy,Reservoir,Industrial Waste,Severe,5.71,5.73,20.6,2015,No
Assam,Nagaon,Well,Plastic Waste,Medium,7.58,4.08,19.1,2018,Yes
Punjab,Jalandhar,Lake,Sewage,High,7.3,5.65,27.4,2015,No
Assam,Nagaon,Pond,Lead,Low,6.91,5.12,28.9,2020,Nan
Madhya Pradesh,Bhopal,Borewell,Industrial Waste,Severe,6.73,0.81,22.2,2024,No
Odisha,Berhampur,River,Arsenic,High,7.7,5.43,21.9,2016,Yes
Madhya Pradesh,Jabalpur,Reservoir,Lead,Medium,7.74,8.0,26.8,2024,Yes
Gujarat,Surat,Groundwater,Pesticides,Severe,6.74,6.08,19.9,2024,No
Uttar Pradesh,Kanpur,Borewell,Fluoride,Low,6.59,4.26,26.3,2016,No
Delhi,Rohini,Borewell,Fluoride,Low,7.55,7.55,16.9,2019,Yes
Haryana,Faridabad,River,Pesticides,High,6.84,7.95,23.1,2022,Yes
Karnataka,Belgaum,Pond,Fluoride,Severe,6.23,4.53,27.8,2023,No
Odisha,Berhampur,Pond,Pesticides,Medium,7.56,3.27,16.5,2020,No
Madhya Pradesh,Bhopal,Groundwater,Lead,Severe,7.21,5.05,30.0,2020,No
Bihar,Gaya,Reservoir,Pesticides,Medium,6.36,6.72,20.3,2023,Yes
Odisha,Sambalpur,River,Mercury,Severe,7.35,5.43,34.1,2024,Yes
Uttar Pradesh,Lucknow,Well,Lead,Severe,7.45,5.77,25.8,2019,No
Punjab,Chandigarh,Canal,Nitrate,High,6.84,6.21,27.5,2022,Yes
West Bengal,Kolkata,Canal,Nitrate,Severe,7.87,6.77,33.3,2016,No
Assam,Guwahati,Reservoir,Cadmium,Severe,5.74,5.41,32.5,2020,Yes
Punjab,Chandigarh,River,Fluoride,Severe,7.15,7.87,19.0,2016,Yes
Gujarat,Ahmedabad,Groundwater,Pesticides,Medium,6.25,9.36,18.1,2022,No
Uttar Pradesh,Varanasi,Well,Fluoride,Low,6.07,3.06,27.7,2019,No
Uttar Pradesh,Lucknow,Pond,Industrial Waste,High,6.41,4.05,24.4,2017,Yes
Odisha,Cuttack,Reservoir,Arsenic,Low,5.63,6.85,21.9,2018,No
Delhi,Rohini,Groundwater,Arsenic,Medium,6.92,3.21,18.2,2021,No
Kerala,Thiruvananthapuram,Well,Nitrate,Severe,7.16,7.01,23.5,2022,No
Rajasthan,Jaipur,Well,Nitrate,High,6.88,8.06,28.6,2020,Yes
Madhya Pradesh,Bhopal,Lake,Sewage,Severe,7.32,6.41,25.5,2017,Yes
Haryana,Karnal,Canal,Mercury,High,5.13,8.55,25.1,2021,No
Madhya Pradesh,Indore,Lake,Industrial Waste,High,6.04,6.12,22.1,2021,Yes
Assam,Silchar,Well,Plastic Waste,Low,6.6,9.2,19.9,2017,No
Tamil Nadu,Chennai,River,Fluoride,Medium,6.99,5.75,24.1,2019,No
Haryana,Faridabad,River,Sewage,Medium,8.09,7.34,27.0,2015,No
Bihar,Gaya,Groundwater,Sewage,Low,6.31,5.57,27.4,2018,Yes
Tamil Nadu,Chennai,River,Fluoride,Severe,7.31,5.41,24.2,2019,Yes
Gujarat,Surat,River,Cadmium,Low,5.28,5.38,17.2,2023,No
Odisha,Sambalpur,Pond,Cadmium,Low,7.44,6.64,29.5,2020,Yes
Madhya Pradesh,Jabalpur,Borewell,Mercury,Medium,4.5,7.34,31.2,2019,Yes
Uttar Pradesh,Lucknow,Well,Cadmium,High,7.68,6.01,24.5,2021,No
Odisha,Cuttack,Well,Cadmium,High,7.91,4.27,28.0,2017,Yes
Punjab,Jalandhar,Lake,Arsenic,High,7.13,5.62,28.1,2021,Yes
Haryana,Karnal,Borewell,Sewage,Low,7.5,6.3,19.9,2016,No
Bihar,Bhagalpur,Pond,Arsenic,High,7.55,3.2,32.8,2015,No
Kerala,Kochi,River,Plastic Waste,Medium,7.72,9.44,28.4,2016,No
Punjab,Chandigarh,River,Arsenic,High,7.6,7.61,24.9,2018,Yes
Tamil Nadu,Salem,Pond,Industrial Waste,Low,8.05,8.2,19.9,2023,No
Uttar Pradesh,Kanpur,River,Lead,Severe,8.13,6.82,26.7,2016,Yes
Bihar,Bhagalpur,Borewell,Lead,High,5.16,4.46,29.3,2019,Yes
Rajasthan,Jodhpur,Canal,Nitrate,Medium,7.51,6.66,24.7,2018,No
Assam,Guwahati,Pond,Arsenic,Medium,5.45,6.75,29.8,2018,No
Uttar Pradesh,Lucknow,Lake,Chromium,Medium,7.37,3.81,29.6,2016,No
Odisha,Bhubaneswar,Borewell,Pesticides,Severe,7.47,8.26,23.5,2021,No
Tamil Nadu,Salem,Borewell,Lead,Severe,6.66,5.28,22.0,2019,Yes
Tamil Nadu,Chennai,Canal,Mercury,Severe,6.94,6.36,28.4,2019,Yes
Gujarat,Surat,Lake,Nan,Medium,5.48,3.74,37.8,2015,No
Uttar Pradesh,Varanasi,Borewell,Sewage,Medium,6.99,7.74,13.6,2020,Yes
Karnataka,Belgaum,Reservoir,Arsenic,Severe,7.59,2.79,29.3,2023,No
Karnataka,Bengaluru,Reservoir,Pesticides,Severe,6.81,5.27,14.6,2024,No
Karnataka,Hubli,Canal,Industrial Waste,High,6.89,4.68,23.2,2017,No
Gujarat,Bhavnagar,Borewell,Fluoride,High,6.59,8.61,19.6,2023,Yes
Karnataka,Bengaluru,Lake,Mercury,High,8.68,6.35,18.0,2023,No
Punjab,Patiala,Canal,Pesticides,Low,6.67,4.01,24.4,2017,No
Punjab,Patiala,Canal,Lead,Medium,6.33,5.31,27.1,2018,No
Nan,Salem,Pond,Lead,Medium,7.07,6.37,25.3,2021,No
Delhi,Karol Bagh,Canal,Chromium,Severe,7.61,8.18,21.1,2024,Nan
Gujarat,Vadodara,Well,Lead,Medium,6.8,6.61,27.8,2018,No
Punjab,Jalandhar,Canal,Nan,Medium,7.51,5.25,27.9,2024,No
Tamil Nadu,Chennai,Nan,Chromium,Severe,7.47,4.19,24.9,2015,Yes
Karnataka,Bengaluru,Pond,Industrial Waste,Medium,6.12,4.66,26.3,2018,Yes
Haryana,Panipat,River,Sewage,Medium,6.09,5.43,21.2,2021,No
Assam,Nagaon,Borewell,Fluoride,High,5.61,5.98,23.8,2015,Yes
Punjab,Ludhiana,River,Cadmium,High,5.58,4.05,23.6,2021,No
Haryana,Faridabad,Groundwater,Industrial Waste,Medium,6.6,7.81,24.3,2018,Yes
Kerala,Kollam,Pond,Mercury,Low,7.23,3.77,19.2,2018,Yes
Haryana,Panipat,Pond,Arsenic,Nan,8.62,5.43,14.7,2023,No
Tamil Nadu,Coimbatore,Well,Pesticides,Medium,6.98,6.0,20.0,2022,No
Madhya Pradesh,Ujjain,Reservoir,Plastic Waste,Severe,5.34,7.89,21.5,2024,No
Odisha,Berhampur,Lake,Nitrate,Severe,6.7,7.09,28.4,2015,No
Punjab,Amritsar,River,Lead,Medium,6.23,7.82,24.3,2022,Yes
Maharashtra,Nagpur,Reservoir,Fluoride,Low,7.94,7.05,23.9,2022,No
Kerala,Kochi,Groundwater,Plastic Waste,Medium,7.84,5.88,12.2,2020,No
Delhi,Rohini,Well,Nitrate,Medium,6.3,7.93,28.4,2016,Yes
Rajasthan,Kota,Borewell,Industrial Waste,Severe,6.57,4.01,20.6,2024,Yes
Punjab,Jalandhar,River,Pesticides,Low,5.77,3.83,28.0,2019,Yes
Punjab,Patiala,Canal,Sewage,Severe,8.37,6.82,32.9,2018,No
Punjab,Ludhiana,Lake,Industrial Waste,Severe,5.09,4.41,30.5,2023,No
Bihar,Patna,Well,Lead,High,4.85,6.84,24.7,2019,No
Haryana,Karnal,Reservoir,Industrial Waste,Medium,5.8,6.75,21.0,2018,No
West Bengal,Nan,Well,Chromium,Low,6.36,6.96,26.7,2015,No
West Bengal,Asansol,Well,Cadmium,High,7.66,6.65,25.3,2022,Yes
Maharashtra,Aurangabad,Reservoir,Arsenic,Severe,6.14,5.72,32.1,2020,No
Maharashtra,Mumbai,Borewell,Nitrate,High,6.71,9.07,16.2,2015,Yes
Kerala,Kozhikode,Reservoir,Sewage,High,6.37,5.89,23.4,2019,No
Maharashtra,Nashik,Pond,Cadmium,Severe,7.85,4.42,19.7,2019,No
Kerala,Kollam,Pond,Lead,Medium,6.32,1.61,26.3,2018,Yes
Odisha,Sambalpur,Pond,Sewage,Severe,6.39,8.74,24.2,2017,No
Maharashtra,Aurangabad,Borewell,Industrial Waste,High,7.39,7.02,26.0,2022,No
Odisha,Rourkela,Borewell,Lead,Nan,6.9,4.96,16.6,2015,Yes
Assam,Jorhat,Pond,Fluoride,Low,5.73,6.95,25.2,2017,No
Punjab,Patiala,Groundwater,Sewage,Medium,6.49,5.36,31.7,2022,No
Bihar,Darbhanga,Borewell,Fluoride,Low,6.57,4.32,32.8,2016,No
Rajasthan,Jaipur,River,Lead,Low,8.23,5.07,23.4,2020,No
Delhi,New Delhi,Groundwater,Pesticides,Severe,8.23,5.73,28.3,2019,No
Bihar,Darbhanga,Pond,Cadmium,Severe,7.22,5.39,29.6,2015,No
Odisha,Berhampur,Canal,Arsenic,High,7.02,4.95,23.6,2023,No
Uttar Pradesh,Kanpur,Pond,Mercury,High,7.3,5.03,23.2,2017,Yes
Haryana,Gurugram,Canal,Sewage,Severe,5.74,6.93,32.3,2019,Yes
Maharashtra,Nagpur,Borewell,Arsenic,Medium,6.24,6.5,23.8,2017,Yes
Rajasthan,Udaipur,Canal,Industrial Waste,High,8.3,3.24,28.1,2022,No
Rajasthan,Kota,Reservoir,Mercury,High,6.81,3.81,30.7,2017,No
Rajasthan,Kota,Pond,Chromium,Severe,6.13,8.43,21.1,2023,No
Bihar,Patna,Groundwater,Plastic Waste,Severe,8.47,4.82,23.0,2019,Yes
Uttar Pradesh,Kanpur,Pond,Lead,Medium,7.1,8.57,18.5,2020,No
Delhi,Dwarka,Borewell,Mercury,Severe,7.49,3.63,23.0,2019,Yes
Assam,Nagaon,Borewell,Pesticides,Severe,7.11,3.78,35.6,2024,No
Gujarat,Ahmedabad,River,Lead,Nan,5.1,4.74,24.3,2015,No
Delhi,Rohini,Borewell,Plastic Waste,High,6.51,5.67,24.8,2017,Yes
Uttar Pradesh,Kanpur,Lake,Mercury,Low,6.47,5.9,27.6,2024,Yes
Tamil Nadu,Chennai,Groundwater,Sewage,High,6.91,2.25,25.7,2022,No
Karnataka,Bengaluru,Reservoir,Plastic Waste,Low,7.24,4.57,32.6,2019,Yes
Karnataka,Hubli,Reservoir,Pesticides,Medium,5.82,6.01,13.3,2020,Yes
Haryana,Ambala,Lake,Arsenic,Low,6.84,5.65,22.2,2023,No
Assam,Guwahati,Groundwater,Mercury,Severe,6.98,3.7,21.5,2018,No
Tamil Nadu,Salem,Groundwater,Fluoride,High,7.57,4.8,14.3,2020,No
Haryana,Ambala,Groundwater,Lead,Severe,7.46,4.07,31.0,2015,Yes
Tamil Nadu,Madurai,Canal,Arsenic,Severe,7.67,6.26,25.3,2023,No
Assam,Guwahati,Canal,Arsenic,Medium,4.8,5.17,23.0,2015,No
Gujarat,Bhavnagar,Borewell,Industrial Waste,Medium,8.06,6.17,23.5,2015,No
Maharashtra,Nagpur,Borewell,Arsenic,Medium,5.42,4.8,24.8,2018,No
West Bengal,Asansol,Groundwater,Nitrate,Severe,8.84,2.57,21.2,2019,Yes
Karnataka,Bengaluru,Borewell,Industrial Waste,High,7.62,4.27,22.6,2016,No
Odisha,Bhubaneswar,Canal,Lead,Severe,7.8,7.36,14.8,2016,No
