State,City,Water Source,Pollutant Type,Pollution Level,pH,Dissolved Oxygen,Temperature,Year,Safe Limit
West Bengal,Howrah,Pond,Lead,High,6.5,3.72,27.7,2023,No
Tamil Nadu,Madurai,Reservoir,Nitrate,Low,7.41,3.91,20.9,2023,No
Kerala,Kozhikode,Reservoir,Pesticides,Severe,7.8,4.12,22.7,2023,No
Haryana,Faridabad,Canal,Sewage,Severe,6.26,4.92,26.1,2016,No
Odisha,Cuttack,Borewell,LEAD,HIGH,6.6,3.91,16.8,2021,Yes
Odisha,Cuttack,Lake,Arsenic,medium,5.14,4.93,28.7,2018,No
Bihar,Patna,Canal,Nitrate,Low,5.0,4.57,22.5,2020,No
Karnataka,Hubli,River,Nitrate,Low,6.97,6.32,21.4,2016,No
Tamil Nadu,Coimbatore,Groundwater,Pesticides,Medium,5.88,5.92,21.0,2019,No
Karnataka,Mysuru,BOREWELL,Fluoride,High,6.74,8.23,29.7,2020,Yes
Punjab,,Pond,Fluoride,HIGH,6.78,7.51,24.9,2015,No
Maharashtra,Aurangabad, Canal ,Chromium,Medium,9.15,1.72,27.4,2017,Yes
West Bengal,Siliguri,Reservoir,,Medium,7.24,6.03,22.8,2024,No
Maharashtra,Pune,canal,Sewage,Severe,6.75,7.72,19.3,2020,Yes
Rajasthan,Jodhpur,Canal,Sewage,Low,5.0,7.97,18.6,2020,YES
Kerala,Thiruvananthapuram,Canal,Pesticides,Low,7.49,5.9,18.0,2018,No
Gujarat,Vadodara,Well,Plastic Waste,Severe,6.54,5.45,15.2,2019,Yes
Rajasthan,Udaipur, Reservoir ,Pesticides,Severe,6.39,6.69,28.5,2023,No
Delhi,Dwarka,River,Cadmium,MEDIUM,7.5,3.95,24.2,2018,No
Madhya Pradesh,Jabalpur,Reservoir,Mercury,High,6.29,5.29,26.5,2021,NO
Tamil Nadu,Coimbatore,Canal,Plastic Waste,HIGH,7.22,4.65,27.1,2016,No
Bihar,,Pond,Fluoride,low,9.08,5.17,23.5,2022,Yes
Punjab,Jalandhar,Groundwater,Plastic Waste,Low,7.79,5.1,24.1,2021,Yes
Assam,Dibrugarh,Groundwater,Mercury,Medium,7.02,6.13,21.3,2015,YES
Uttar Pradesh,Lucknow,Canal,Fluoride,High,7.22,9.23,19.4,2023,No
Maharashtra,Nagpur,Reservoir,Arsenic,Low,6.59,8.11,25.6,2018,Yes
Haryana,Panipat,River,Industrial Waste,Low,7.03,1.51,18.2,2017,No
Karnataka,Bengaluru, Lake ,Lead,medium,7.18,6.29,26.0,2017,No
Gujarat,Surat, Lake ,Fluoride,High,6.19,5.55,24.0,2022,Yes
Punjab,Amritsar,GROUNDWATER,Chromium,Low,6.57,5.35,25.2,2018.0,NO
West Bengal,Asansol,Reservoir,Lead,Severe,6.63,8.77,29.9,2022,No
Kerala,Thiruvananthapuram,Reservoir,Arsenic,HIGH,7.95,4.54,22.1,2020,No
,Chandigarh,reservoir,Mercury,Severe,7.43,6.81,20.5,2022,No
Bihar,Gaya,Pond,Sewage,LOW,6.68,6.11,22.5,2017,No
Madhya Pradesh,Bhopal,river,Lead,low,6.24,4.45,21.6,2024,No
Rajasthan,Bikaner,Borewell,Arsenic,Low,5.64,2.25,16.1,2017,Yes
Delhi,Rohini,LAKE,Lead,Low,5.74,2.76,26.3,2023,Yes
Madhya Pradesh,Jabalpur,River,Sewage, Medium ,6.81,6.6,24.8,2020,No
Haryana,Karnal,Well,Cadmium,MEDIUM,6.28,5.05,25.6,2024,YES
West Bengal,Howrah,River,Pesticides,Severe,5.64,7.59,28.9,2017,Yes
Gujarat,Ahmedabad,Reservoir,Nitrate,High,7.78,2.45,28.1,2024,No
Tamil Nadu,Chennai,Lake,Plastic Waste,low,6.42,5.65,24.1,2019,Yes
Karnataka,Hubli,Reservoir,Chromium,SEVERE,7.48,1.55,,2018,Yes
Karnataka,Hubli,Well,Industrial Waste,Low,8.08,4.32,18.8,2021,Yes
West Bengal,,Well,NITRATE,Severe,7.97,1.59,18.0,2020,Yes
West Bengal,Kolkata,Well,Fluoride,severe,6.31,4.96,31.9,2023,No
Maharashtra,Pune,Borewell,Fluoride,severe,8.07,4.03,18.2,2020,NO
Rajasthan,Kota,Borewell,Lead,LOW,6.17,3.69,20.2,2018,No
Kerala,Thiruvananthapuram,Groundwater,Lead,Medium,7.75,7.12,26.3,2016,Yes
Bihar,Patna,Lake,Cadmium,Low,7.57,8.41,17.0,2019,yes
Haryana,Ambala,Pond,Arsenic,Severe,7.18,8.44,20.3,2015,Yes
Kerala,Kollam,Reservoir,Mercury,Medium,5.78,3.88,19.2,2018,NO
Punjab,Ludhiana,Reservoir,Sewage,medium,6.75,7.02,23.8,2022,No
Tamil Nadu,Madurai,River,Sewage,High,7.97,7.2,26.4,2019,Yes
Gujarat,Vadodara,River,Chromium,SEVERE,8.16,4.79,18.5,2019,Yes
Delhi,New Delhi,groundwater,Cadmium,Low,5.59,0.5,26.9,2017,No
Odisha,Bhubaneswar,Lake,Plastic Waste,Severe,6.59,6.03,20.1,2016,Yes
Maharashtra,Mumbai,Well,Chromium,High,5.58,3.81,21.2,2023,No
Rajasthan,Udaipur,Borewell,Mercury,Severe,6.47,5.72,33.8,2018,Yes
Gujarat,Bhavnagar,Pond,Mercury,Low,6.95,4.82,30.7,2023,No
Maharashtra,Mumbai,River,Sewage,High,5.66,7.76,21.5,2024,YES
Assam,Silchar,pond,Lead,Severe,7.92,9.89,30.9,2019,No
Madhya Pradesh,Bhopal,reservoir,Plastic Waste,Low,7.89,5.73,21.6,2015,Yes
Odisha,Rourkela,Lake,Plastic Waste,Low,7.12,2.1,24.3,2015,no
Assam,Jorhat,Well,Pesticides,Severe,8.52,5.76,10.5,2024,No
Uttar Pradesh,Agra,Lake,Pesticides,,8.63,5.11,19.8,2022,Yes
West Bengal,Asansol,Canal,Pesticides,Low,7.57,6.73,28.7,2023,No
West Bengal,Asansol,River,Cadmium,Severe,7.23,6.12,20.6,2015,No
Bihar,Bhagalpur,Pond,Mercury,Medium,6.17,5.51,16.6,2022,no
Haryana,Ambala,River,Plastic Waste,Medium,6.07,5.58,18.6,2023,Yes
West Bengal,Howrah, Lake ,Arsenic,High,8.11,2.63,21.0,2023,Yes
Tamil Nadu,Trichy,BOREWELL,Cadmium,Severe,7.37,5.4,19.1,2018,Yes
Rajasthan,Bikaner,Well,Fluoride,high,7.54,4.52,23.2,2015,No
Odisha,Cuttack,River,Sewage,Severe,6.52,6.56,30.2,2015,Yes
Bihar,Bhagalpur,Well,LEAD,Medium,7.8,6.53,17.6,2024,Yes
Madhya Pradesh,Jabalpur,Reservoir,Plastic Waste,MEDIUM,6.81,3.64,28.1,2015,No
West Bengal,Kolkata,Pond,SEWAGE,Low,7.44,6.88,24.7,2018,No
Uttar Pradesh,Kanpur,River,Sewage,Medium,7.05,3.44,25.8,2022,Yes
Madhya Pradesh,Indore,Lake,Nitrate,Low,5.83,4.73,28.8,2022,Yes
Maharashtra,Aurangabad,Well,Chromium,High,5.37,3.79,8.3,2017,No
Uttar Pradesh,Agra,River,Plastic Waste,Severe,6.54,3.59,31.4,2020,No
Uttar Pradesh,Lucknow,Reservoir,sewage,Low,6.71,4.79,16.7,2016,Yes
Punjab,Jalandhar,Borewell,Sewage,High,6.11,6.53,20.4,2019,no
West Bengal,Howrah,Well,Nitrate, Low ,6.46,8.83,23.9,2015,No
Assam,Jorhat,Pond,Chromium,Severe,7.19,3.26,24.9,2021,No
Assam,Jorhat,Lake,Arsenic,Low,7.63,7.03,22.5,2015,No
Haryana,Karnal,Canal,CHROMIUM,low,7.19,5.58,20.7,2024,Yes
Karnataka,Mangalore,Pond,Arsenic,Medium,7.01,4.09,27.2,2021,Yes
Uttar Pradesh,Agra,Lake,Nitrate, High ,8.32,3.9,24.3,2019,No
Gujarat,Ahmedabad,River,Pesticides,High,6.96,3.83,23.4,2023.0,Yes
Madhya Pradesh,Gwalior,,Fluoride,Medium,6.83,5.34,12.9,2017,No
Delhi,Karol Bagh,Reservoir,Fluoride,Low,7.45,3.73,32.0,2018,Yes
Delhi,Rohini,Well,Industrial Waste,Severe,7.18,4.16,17.4,2018,No
Odisha,Bhubaneswar,Groundwater,lead,High,6.86,2.99,27.0,2019,Yes
Odisha,Sambalpur,Lake,Plastic Waste,High,7.72,7.93,29.3,2024,Yes
Assam,Jorhat,Pond,Cadmium,Severe,6.71,5.77,19.8,2024,No
Karnataka,Mangalore,River,Arsenic,Medium,6.61,1.68,20.3,2015,Yes
Odisha,Sambalpur,River,Mercury,Medium,6.69,6.17,23.4,2015,No
Rajasthan,Jodhpur,Pond,Mercury,High,5.99,5.43,16.6,2016,No
Karnataka,Mysuru,River,Lead,Medium,6.54,7.12,30.3,2018,Yes
Assam,Silchar,Reservoir,FLUORIDE,High,8.19,6.99,24.8,2024,No
Madhya Pradesh,Ujjain,Groundwater,Industrial Waste,High,8.06,4.72,22.4,2017,Yes
Haryana,Karnal,Reservoir,Pesticides,Medium,5.92,5.91,27.1,2024,No
Bihar,Muzaffarpur,Canal,Fluoride,severe,7.08,0.5,23.1,2021,No
Uttar Pradesh,Lucknow,lake,Chromium,Severe,4.69,5.16,36.1,2016,Yes
Kerala,Thiruvananthapuram,Canal,Arsenic,High,7.94,4.9,17.3,2018,Yes
Assam,Guwahati,Pond,mercury,HIGH,6.67,5.39,21.8,2020,No
Kerala,Kochi,Borewell,Arsenic,Severe,7.96,4.57,31.0,2020,Yes
Punjab,Jalandhar, Borewell ,Industrial Waste,Medium,6.99,5.77,24.5,2023,No
Odisha,Bhubaneswar, River ,ARSENIC,Low,7.58,9.24,35.0,2022,Yes
Uttar Pradesh,Kanpur,Canal,Nitrate,Low,7.34,5.75,13.3,2018,Yes
Rajasthan,Bikaner,Borewell,Nitrate,High,5.57,5.82,26.3,2023,No
Assam,Nagaon,Lake,NITRATE,Low,7.05,8.97,24.4,2016,No
Odisha,Rourkela,Groundwater,Arsenic,severe,8.84,6.45,25.5,2015,Yes
Haryana,Panipat,Reservoir,Lead,Low,6.66,4.37,32.2,2022,YES
Punjab,Amritsar,Reservoir,Mercury,Low,8.84,3.7,18.7,2021,Yes
West Bengal,Siliguri,Reservoir,Arsenic,High,7.2,4.92,27.0,2024.0,Yes
Gujarat,Rajkot,Groundwater,Cadmium,Low,6.15,4.58,18.7,2020,Yes
Kerala,Kochi,Reservoir,Chromium,Medium,9.33,3.34,27.5,2021,No
Tamil Nadu,Trichy,Canal,Chromium,Severe,9.32,5.61,24.1,2019,No
Odisha,Cuttack,Pond,Pesticides,Severe,7.14,4.85,23.7,2015,No
West Bengal,Durgapur,Well,Nitrate,Medium,6.93,9.05,17.1,2016,Yes
Bihar,Bhagalpur,Reservoir,nitrate,Severe,7.04,10.25,29.8,2019,No
Madhya Pradesh,Indore,GROUNDWATER,Lead,Medium,6.93,8.64,28.3,2017.0,Yes
Karnataka,Mysuru,River,Sewage,Low,5.49,6.06,26.4,2016,No
Karnataka,Bengaluru,LAKE,Sewage,high,6.98,6.08,23.9,2023,Yes
Punjab,Ludhiana,Well,sewage,Severe,7.28,4.41,26.3,2023,Yes
Tamil Nadu,Trichy,River,Mercury,Low,7.66,3.21,29.2,2020,No
Maharashtra,Nashik,Reservoir,Cadmium,Severe,5.8,1.92,25.7,2021,Yes
Maharashtra,Nashik,river,Nitrate,LOW,6.21,4.02,22.9,2024,No
Kerala,Thiruvananthapuram,Well,Cadmium,Low,6.37,2.73,23.3,2016,No
Bihar,Darbhanga,Lake,Lead,High,7.6,3.53,22.1,2019,No
Uttar Pradesh,Agra,River,Fluoride,Medium,6.41,4.91,34.0,2019.0,No
Karnataka,Mysuru,canal,Pesticides,High,5.0,5.09,,2018,Yes
West Bengal,Siliguri,River,Lead,Severe,8.45,3.28,21.0,2022,Yes
Tamil Nadu,Trichy,RESERVOIR,Industrial Waste,Severe,5.71,5.73,20.6,2015,No
Assam,Nagaon,Well,Plastic Waste,Medium,7.58,4.08,19.1,2018,YES
Punjab,Jalandhar,Lake,SEWAGE,High,7.3,5.65,27.4,2015,No
Assam,Nagaon,Pond,Lead,Low,6.91,5.12,28.9,2020,
Madhya Pradesh,Bhopal,Borewell,Industrial Waste,Severe,6.73,0.81,22.2,2024,No
Odisha,Berhampur,River,Arsenic,High,7.7,5.43,21.9,2016,Yes
Madhya Pradesh,Jabalpur,Reservoir,Lead,Medium,7.74,8.0,26.8,2024,Yes
Gujarat,Surat,Groundwater,Pesticides,Severe,6.74,6.08,19.9,2024,No
Uttar Pradesh,Kanpur,BOREWELL,Fluoride,Low,6.59,4.26,26.3,2016,No
Delhi,Rohini,Borewell,Fluoride,Low,7.55,7.55,16.9,2019,Yes
Haryana,Faridabad,RIVER,Pesticides,high,6.84,7.95,23.1,2022,Yes
Karnataka,Belgaum,Pond,fluoride,SEVERE,6.23,4.53,27.8,,NO
Odisha,Berhampur,Pond,Pesticides,MEDIUM,7.56,3.27,16.5,2020.0,No
Madhya Pradesh,Bhopal,Groundwater,Lead,Severe,7.21,5.05,30.0,2020,No
Bihar,Gaya, Reservoir ,Pesticides,Medium,6.36,6.72,20.3,2023,Yes
Odisha,Sambalpur,River,Mercury,Severe,7.35,,34.1,2024,Yes
Uttar Pradesh,Lucknow,Well,Lead,Severe,7.45,5.77,25.8,2019,NO
Punjab,Chandigarh,Canal,NITRATE,High,6.84,6.21,27.5,2022,Yes
West Bengal,Kolkata,Canal,Nitrate,Severe,7.87,6.77,33.3,2016,no
Assam,Guwahati,reservoir,Cadmium,Severe,5.74,5.41,32.5,2020,Yes
Punjab,Chandigarh,River,Fluoride,Severe,7.15,7.87,19.0,2016,Yes
Gujarat,Ahmedabad,Groundwater,Pesticides,Medium,6.25,9.36,18.1,2022,No
Uttar Pradesh,Varanasi,Well,Fluoride,Low,6.07,3.06,27.7,2019,no
Uttar Pradesh,Lucknow,pond,Industrial Waste,High,6.41,4.05,24.4,2017,Yes
Odisha,Cuttack,RESERVOIR,Arsenic,Low,5.63,6.85,21.9,2018,no
Delhi,Rohini,Groundwater,Arsenic,Medium,6.92,3.21,18.2,2021,No
Kerala,Thiruvananthapuram,Well,nitrate,Severe,7.16,7.01,23.5,2022,No
Rajasthan,Jaipur,Well,Nitrate,HIGH,6.88,8.06,28.6,2020,Yes
Madhya Pradesh,Bhopal,Lake,Sewage,Severe,7.32,6.41,25.5,2017,Yes
Haryana,Karnal,Canal,Mercury,High,5.13,8.55,25.1,2021,No
Madhya Pradesh,Indore,Lake,Industrial Waste,High,6.04,6.12,22.1,2021,Yes
Assam,Silchar,Well,plastic waste,Low,6.6,9.2,19.9,2017,No
Tamil Nadu,Chennai,River,Fluoride,Medium,,5.75,24.1,2019,No
Haryana,Faridabad,River,Sewage,Medium,8.09,7.34,27.0,2015,No
Bihar,Gaya,Groundwater, Sewage ,Low,6.31,5.57,27.4,2018,Yes
Tamil Nadu,Chennai,River,Fluoride,Severe,7.31,5.41,24.2,2019,Yes
Gujarat,Surat,River,Cadmium,Low,5.28,5.38,17.2,2023,No
Odisha,Sambalpur, Pond ,Cadmium,Low,7.44,6.64,29.5,2020,Yes
Madhya Pradesh,Jabalpur,Borewell,Mercury,Medium,4.5,7.34,31.2,2019,Yes
Uttar Pradesh,Lucknow,Well,Cadmium,High,7.68,6.01,24.5,2021,No
Odisha,Cuttack,Well,Cadmium,High,7.91,4.27,28.0,2017,Yes
Punjab,Jalandhar,Lake,Arsenic,High,7.13,5.62,28.1,2021,Yes
Haryana,Karnal,Borewell,Sewage,Low,7.5,6.3,19.9,2016,No
Bihar,Bhagalpur,POND,ARSENIC,HIGH,7.55,3.2,32.8,2015,No
Kerala,Kochi,River,plastic waste,Medium,7.72,9.44,28.4,2016,No
Punjab,Chandigarh,river,Arsenic,High,7.6,7.61,24.9,2018,Yes
Tamil Nadu,Salem,Pond,industrial waste,Low,8.05,8.2,19.9,2023,No
Uttar Pradesh,Kanpur,River,Lead,Severe,8.13,6.82,26.7,2016,Yes
Bihar,Bhagalpur,Borewell,LEAD,High,5.16,4.46,29.3,2019,Yes
Rajasthan,Jodhpur,Canal,Nitrate,Medium,7.51,6.66,24.7,2018,No
Assam,Guwahati,Pond,Arsenic,Medium,5.45,6.75,29.8,2018,No
Uttar Pradesh,Lucknow,LAKE,Chromium,MEDIUM,7.37,3.81,29.6,2016,No
Odisha,Bhubaneswar,Borewell,Pesticides,Severe,7.47,8.26,23.5,2021,No
Tamil Nadu,Salem,Borewell,Lead,Severe,6.66,5.28,22.0,2019,Yes
Tamil Nadu,Chennai,Canal,Mercury,Severe,6.94,6.36,28.4,2019,YES
Gujarat,Surat,Lake,,Medium,5.48,3.74,37.8,2015,No
Uttar Pradesh,Varanasi,Borewell,SEWAGE,Medium,,7.74,13.6,2020,Yes
Karnataka,Belgaum,Reservoir,Arsenic,Severe,7.59,2.79,29.3,2023,No
Karnataka,Bengaluru,Reservoir,Pesticides,Severe,6.81,5.27,14.6,2024,No
Karnataka,Hubli,Canal,Industrial Waste,high,6.89,4.68,23.2,2017,NO
Gujarat,Bhavnagar,Borewell,Fluoride,High,6.59,8.61,19.6,2023,Yes
Karnataka,Bengaluru,Lake,Mercury,High,8.68,6.35,18.0,2023,No
Punjab,Patiala,Canal,Pesticides,Low,6.67,4.01,24.4,2017,no
Punjab,Patiala,Canal,Lead,Medium,6.33,5.31,27.1,2018,No
,Salem, Pond ,Lead,Medium,7.07,6.37,25.3,2021,No
Delhi,Karol Bagh,Canal,Chromium,Severe,7.61,8.18,21.1,2024,
Gujarat,Vadodara,Well,Lead,Medium,6.8,6.61,27.8,2018,No
Punjab,Jalandhar,Canal,,Medium,7.51,5.25,27.9,2024,No
Tamil Nadu,Chennai,,Chromium,Severe,7.47,4.19,24.9,2015,Yes
Karnataka,Bengaluru,Pond,Industrial Waste,MEDIUM,6.12,4.66,26.3,2018,Yes
Haryana,Panipat,River,Sewage,Medium,6.09,,21.2,2021,No
Assam,Nagaon,Borewell,Fluoride,High,5.61,5.98,23.8,2015,Yes
Punjab,Ludhiana,River,CADMIUM,High,5.58,4.05,23.6,2021,no
Haryana,Faridabad,Groundwater,Industrial Waste,MEDIUM,6.6,7.81,24.3,2018,Yes
Kerala,Kollam, Pond ,MERCURY,LOW,7.23,3.77,19.2,2018,YES
Haryana,Panipat,Pond,ARSENIC,,8.62,,14.7,2023,No
Tamil Nadu,Coimbatore,Well,Pesticides,Medium,6.98,6.0,20.0,2022,No
Madhya Pradesh,Ujjain,Reservoir,Plastic Waste,Severe,5.34,7.89,21.5,2024.0,No
Odisha,Berhampur,Lake,Nitrate,Severe,6.7,7.09,28.4,2015,No
Punjab,Amritsar,River,Lead,Medium,6.23,7.82,24.3,2022,Yes
Maharashtra,Nagpur,Reservoir,Fluoride,Low,7.94,7.05,23.9,2022,NO
Kerala,Kochi,Groundwater,plastic waste,Medium,7.84,5.88,12.2,2020,No
Delhi,Rohini,Well,Nitrate,Medium,6.3,7.93,28.4,2016,Yes
Rajasthan,Kota,Borewell,Industrial Waste,Severe,6.57,4.01,20.6,2024,Yes
Punjab,Jalandhar,River,Pesticides,Low,5.77,3.83,28.0,2019.0,yes
Punjab,Patiala,Canal,Sewage,Severe,8.37,6.82,32.9,2018,No
Punjab,Ludhiana,Lake,Industrial Waste,Severe,5.09,4.41,30.5,2023,no
Bihar,Patna,Well,Lead,High,4.85,6.84,24.7,2019,No
Haryana,Karnal,RESERVOIR,Industrial Waste,Medium,5.8,6.75,21.0,2018,No
Odisha,Cuttack,GROUNDWATER,Plastic Waste,Severe,7.28,6.96,27.1,2018,No
West Bengal,,Well,Chromium,Low,6.36,6.96,26.7,2015,No
West Bengal,Asansol,Well,Cadmium,High,7.66,6.65,25.3,2022,Yes
Maharashtra,Aurangabad,Reservoir,Arsenic,Severe,6.14,5.72,32.1,2020,No
Maharashtra,Mumbai,Borewell,Nitrate,High,6.71,9.07,16.2,2015,Yes
Kerala,Kozhikode,Reservoir,SEWAGE,High,6.37,5.89,23.4,2019,No
Maharashtra,Nashik,pond,Cadmium,Severe,7.85,4.42,19.7,2019,no
Kerala,Kollam,Pond,Lead,Medium,6.32,1.61,26.3,2018.0,Yes
Odisha,Sambalpur,pond, Sewage ,SEVERE,6.39,8.74,,2017,No
Maharashtra,Aurangabad,Borewell,Industrial Waste,High,7.39,7.02,26.0,2022,No
Odisha,Rourkela,Borewell,lead,,6.9,4.96,16.6,2015.0,Yes
Assam,Jorhat,Pond,fluoride, Low ,5.73,6.95,25.2,2017,No
Punjab,Patiala,Groundwater,SEWAGE,Medium,6.49,5.36,31.7,2022,No
Bihar,Darbhanga,Borewell,Fluoride,Low,6.57,4.32,32.8,2016,No
Rajasthan,Jaipur,River,Lead,Low,8.23,5.07,23.4,2020.0,No
Delhi,New Delhi,Groundwater,Pesticides,Severe,8.23,5.73,28.3,2019,No
Bihar,Darbhanga,Pond,Cadmium,Severe,7.22,5.39,29.6,2015,No
Odisha,Berhampur,Canal,Arsenic,High,7.02,4.95,23.6,2023,No
Uttar Pradesh,Kanpur,Pond,Mercury,High,7.3,5.03,23.2,2017,Yes
Haryana,Gurugram,Canal,Sewage,Severe,5.74,6.93,32.3,2019,Yes
Maharashtra,Nagpur,Borewell,ARSENIC,medium,6.24,6.5,23.8,2017,Yes
Rajasthan,Udaipur,Canal,Industrial Waste,High,8.3,3.24,28.1,2022,No
Rajasthan,Kota,Reservoir,Mercury,High,6.81,3.81,30.7,2017,no
Rajasthan,Kota,Pond,Chromium,Severe,6.13,8.43,21.1,2023,No
Bihar,Patna,Groundwater,Plastic Waste,Severe,8.47,4.82,23.0,2019,Yes
Uttar Pradesh,Kanpur,Pond,Lead,Medium,7.1,8.57,18.5,2020,NO
Delhi,Dwarka,Borewell,Mercury,SEVERE,7.49,3.63,23.0,2019,Yes
Assam,Nagaon,BOREWELL,Pesticides, Severe ,7.11,3.78,35.6,2024,No
Gujarat,Ahmedabad,River,Lead,,5.1,4.74,24.3,2015,No
Delhi,Rohini,Borewell,Plastic Waste,High,6.51,5.67,24.8,2017,Yes
Uttar Pradesh,Kanpur,Lake,Mercury,Low,6.47,5.9,27.6,2024,Yes
Tamil Nadu,Chennai,Groundwater,Sewage,High,6.91,2.25,25.7,2022,No
Karnataka,Bengaluru,Reservoir,Plastic Waste,Low,7.24,4.57,32.6,2019,Yes
Karnataka,Hubli,Reservoir,Pesticides,Medium,5.82,6.01,13.3,2020,Yes
Haryana,Ambala,Lake,Arsenic,Low,6.84,5.65,22.2,2023,No
Assam,Guwahati,Groundwater,Mercury,Severe,6.98,3.7,21.5,2018,No
Tamil Nadu,Salem,Groundwater,Fluoride,HIGH,7.57,4.8,14.3,2020,No
Haryana,Ambala,Groundwater,Lead,Severe,7.46,4.07,31.0,2015,Yes
Tamil Nadu,Madurai,Canal,Arsenic,Severe,7.67,6.26,25.3,2023,No
Assam,Guwahati,Canal,Arsenic,Medium,4.8,5.17,23.0,2015,NO
Gujarat,Bhavnagar,Borewell,industrial waste,Medium,8.06,6.17,23.5,2015,no
Maharashtra,Nagpur,Borewell,Arsenic,Medium,5.42,4.8,24.8,2018,No
West Bengal,Asansol,Groundwater,Nitrate,SEVERE,8.84,2.57,21.2,2019,Yes
Karnataka,Bengaluru,Borewell,Industrial Waste,High,7.62,4.27,22.6,2016,no
Odisha,Bhubaneswar,CANAL,Lead,Severe,7.8,7.36,14.8,2016,No
West Bengal,Siliguri,river,mercury,Severe,6.57,4.2,24.7,2018,Yes
Odisha,Berhampur,Pond,Cadmium,Medium,6.4,6.53,20.2,2018,
Maharashtra,Nashik,groundwater,sewage,High,7.43,5.96,28.9,2022,Yes
Haryana,Panipat,Lake,Mercury,Severe,7.01,10.66,15.7,2015,No
Kerala,Kozhikode,canal,industrial waste,Low,6.89,6.06,20.7,2024,Yes
Delhi,Dwarka,WELL,Mercury,Severe,5.62,6.52,27.4,2022,No
Kerala,Thrissur,GROUNDWATER,Pesticides,Medium,6.76,,31.5,2023,No
Karnataka,Mysuru,LAKE,Arsenic,Low,7.07,8.43,17.1,2016,No
Uttar Pradesh,Agra,Reservoir,Cadmium,High,8.3,2.92,29.8,2018,Yes
Maharashtra,Mumbai,Borewell, Arsenic ,Medium,7.0,5.48,22.4,2015,No
Tamil Nadu,Coimbatore,Well,Chromium,High,6.5,8.89,16.8,2018,No
Assam,Silchar,Well,Industrial Waste,Severe,6.65,5.7,27.3,2023,No
,Bikaner,RESERVOIR,Cadmium,Low,5.75,7.93,34.5,2023,Yes
Uttar Pradesh,,Borewell,plastic waste,SEVERE,6.41,4.8,20.8,2020,Yes
Uttar Pradesh,Kanpur,Borewell,Arsenic,High,6.84,2.71,21.5,,yes
Kerala,Thrissur, Borewell ,fluoride,Low,6.63,3.6,14.6,2016,Yes
Karnataka,Mangalore,Reservoir,Industrial Waste,,6.79,5.74,23.7,2022,Yes
Gujarat,Bhavnagar,Well,Cadmium,Low,7.33,,26.9,2022,No
West Bengal,,Canal,Industrial Waste,Medium,7.22,3.54,19.1,2015,Yes
Rajasthan,Jaipur,Well,Arsenic,Severe,6.59,3.07,19.5,2016,No
Uttar Pradesh,Lucknow,BOREWELL,Fluoride,Low,6.14,3.07,16.1,2020,Yes
Tamil Nadu,Madurai,Canal,nitrate,High,7.88,3.46,18.5,2016,NO
Gujarat,Vadodara,River,Cadmium,,6.89,7.02,23.4,2024,Yes
Uttar Pradesh,Varanasi,Reservoir,Sewage,medium,6.14,5.64,25.3,2015,Yes
Tamil Nadu,Coimbatore,Reservoir,Fluoride,High,7.83,3.67,24.4,2019,Yes
Maharashtra,Nashik,Canal,Chromium,Medium,6.78,4.73,23.9,2015.0,Yes
West Bengal,Howrah,Borewell,Chromium,Low,5.9,9.45,27.8,2017,Yes
Delhi,Karol Bagh,Pond,Fluoride,High,7.23,7.99,26.2,2020,No
Gujarat,Bhavnagar,Pond,Pesticides,Severe,7.99,6.34,30.7,,Yes
Haryana,Panipat,Borewell,sewage,High,6.22,6.5,27.7,2016,No
Madhya Pradesh,Indore,Well,PESTICIDES,High,7.53,5.1,24.3,2017,Yes
Odisha,Bhubaneswar,Reservoir,Pesticides,LOW,7.49,5.59,24.2,2018,Yes
Bihar,Patna,Reservoir,Fluoride,High,7.0,3.37,26.2,2022.0,Yes
Karnataka,Belgaum,Well,Arsenic,High,8.91,7.36,16.4,2019,Yes
Gujarat,Vadodara,Groundwater,Sewage,Severe,5.59,6.32,22.0,2019,No
Gujarat,Vadodara,Lake,PESTICIDES,Severe,8.01,8.33,23.7,2017,No
West Bengal,Siliguri,Lake,Sewage,High,7.22,4.59,21.6,2024,Yes
Madhya Pradesh,Gwalior,River,Cadmium,High,6.72,6.15,26.7,2023,Yes
Kerala,Kollam,Lake,industrial waste,Severe,7.27,2.8,30.4,2019,No
Rajasthan,Udaipur,Canal,Lead,Low,5.7,6.7,26.9,2015,No
Tamil Nadu,Salem,Lake,Chromium,Low,7.37,5.11,25.9,2016,Yes
Madhya Pradesh,Bhopal,lake,Arsenic,Low,5.92,7.1,25.4,2024.0,Yes
West Bengal,Asansol,WELL,INDUSTRIAL WASTE, Medium ,6.23,5.56,27.3,2019,No
Delhi,Saket,,Lead,Medium,7.36,9.99,22.6,2022,No
Gujarat,Ahmedabad,Lake,Fluoride,medium,8.26,4.49,23.0,2015,No
Uttar Pradesh,Noida,Groundwater,Lead,medium,6.27,7.32,23.8,2021,NO
Kerala,Thrissur,Borewell,Cadmium,Severe,7.1,6.33,23.1,2023,No
Assam,Jorhat,Well,Sewage,High,6.35,5.09,29.9,2022,No
Assam,Nagaon,Well,Lead,low,8.58,5.44,25.3,2021,No
Gujarat,Surat,Lake,Lead,Low,6.72,6.9,30.6,2019,No
Gujarat,,Reservoir,Mercury,MEDIUM,6.37,2.96,16.2,2019.0,No
